69263,-21.136,10592,8.2024,1885,11,0.21569
-76405,8.3154,-8749.3,-7.9644,-1124.7,16,0.25806
-61926,-5.388,-1319.5,-4.9462,251.33,29,0.87879
68403,22.873,-8270.2,-8.4772,-684.87,37,0.59677
-65708,9.6064,-7290.9,-7.8868,-958.19,11,0.21569
82391,37.422,-3780.9,-8.37,-125.66,29,0.87879
69801,29.431,-2891.1,-4.412,-292.17,14,0.29167
-50801,-1.4121,-1501.7,-5.2674,213.63,29,0.87879
95844,-29.575,11368,7.2533,2406.5,35,1.2963
96420,29.144,-1661.9,-7.4367,339.29,35,1.2963
95904,-18.806,28154,7.8257,5821.4,82,1.3226
1.0556e+05,-49.151,11709,7.5891,2576.1,41,1.9524
-66885,-59.733,11518,9.0867,2108,14,0.29167
83814,-7.747,6963.3,4.5479,1306.9,10,0.16129
77627,30.143,-3019.1,-3.6284,-395.84,8,0.14815
81276,31.761,-8713.2,-8.1611,-1099.6,19,0.30645
73297,26.126,-815.24,-7.712,540.35,41,1.9524
-39774,-50.095,11315,8.1774,2126.9,20,0.47619
-60853,-45.943,6247.8,5.0032,1259.8,11,0.21569
-57858,-42.024,5124.7,3.3648,1228.4,20,0.47619
-67115,-38.255,8215.3,5.139,1677.6,16,0.25806
66837,32.722,-3861.8,-5.3185,-436.68,14,0.29167
84389,-21.182,10883,7.9057,2007.5,17,0.37778
-26781,-9.99,189.28,-5.3786,694.29,41,1.9524
-55105,-43.457,10466,8.1481,1797,8,0.14815
-89806,4.3671,-5436.5,-4.7543,-841.95,2,0.033333
59160,21.534,-3314.4,-3.3714,-376.99,10,0.16129
-58636,-90.901,11697,8.2204,2422.2,32,1.0667
65676,38.423,-7541.4,-8.6909,-948.76,14,0.29167
93458,-16.983,14724,8.5671,2667.2,19,0.30645
56387,29.286,-4058.9,-7.2237,-263.89,23,0.58974
-71791,-45.017,13741,8.4677,2478.7,16,0.25806
-53385,-77.941,7568.9,4.598,1856.7,35,1.2963
-77759,1.3659,-4089.6,-4.4165,-430.4,16,0.25806
82002,16.441,-5446.7,-7.7171,197.92,64,1.0323
83322,24.52,-674.66,-4.1266,361.28,29,0.87879
85953,-18.542,9804.1,7.4005,1819,14,0.29167
55109,25.836,-8815.3,-7.9843,-1124.7,16,0.25806
79800,32.644,-3307.3,-4.1841,-373.85,11,0.21569
93025,-18.326,22425,7.8465,4533.3,58,0.93548
82438,-14.554,9905.4,7.9946,1608.5,1,0.016129
-62889,-42.238,22223,7.9078,4527,58,0.93548
-55138,-48.298,11123,8.8829,1928.9,8,0.14815
